1000518.1579589844,35278.0
1000525.9704589844,35281.0
1000533.7829589844,35281.0
1000541.5954589844,35283.0
1000549.4079589844,35281.0
1000557.2204589844,35285.0
1000565.0329589844,35285.0
1000572.8454589844,35288.0
1000580.6579589844,35286.0
1000588.4704589844,35290.0
1000596.2829589844,35288.0
1000604.0954589844,35289.0
1000611.9079589844,35292.0
1000619.7204589844,35293.0
1000627.5329589844,35293.0
1000635.3454589844,35293.0
1000643.1579589844,35295.0
1000650.9704589844,35298.0
1000658.7829589844,35298.0
1000666.5954589844,35298.0
1000674.4079589844,35299.0
1000682.2204589844,35303.0
1000690.0329589844,35302.0
1000697.8454589844,35303.0
1000705.6579589844,35304.0
1000713.4704589844,35308.0
1000721.2829589844,35307.0
1000729.0954589844,35308.0
1000736.9079589844,35304.0
1000744.7204589844,35313.0
1000752.5329589844,35315.0
1000760.3454589844,35317.0
1000768.1579589844,35315.0
1000775.9704589844,35319.0
1000783.7829589844,35319.0
1000791.5954589844,35321.0
1000799.4079589844,35325.0
1000807.2204589844,35325.0
1000815.0329589844,35325.0
1000822.8454589844,35330.0
1000830.6579589844,35328.0
1000838.4704589844,35332.0
1000846.2829589844,35333.0
1000854.0954589844,35333.0
1000861.9079589844,35335.0
1000869.7204589844,35339.0
1000877.5329589844,35339.0
1000885.3454589844,35344.0
1000893.1579589844,35341.0
1000900.9704589844,35346.0
1000908.7829589844,35345.0
1000916.5954589844,35347.0
1000924.4079589844,35348.0
1000932.2204589844,35353.0
1000940.0329589844,35353.0
1000947.8454589844,35356.0
1000955.6579589844,35355.0
1000963.4704589844,35359.0
1000971.2829589844,35358.0
1000979.0954589844,35360.0
1000986.9079589844,35361.0
1000994.7204589844,35365.0
1001002.5329589844,35365.0
1001010.3454589844,35370.0
1001018.1579589844,35368.0
1001025.9704589844,35371.0
1001033.7829589844,35371.0
1001041.5954589844,35376.0
1001049.4079589844,35374.0
1001057.2204589844,35378.0
1001065.0329589844,35377.0
1001072.8454589844,35378.0
1001080.6579589844,35380.0
1001088.4704589844,35384.0
1001096.2829589844,35385.0
1001104.0954589844,35385.0
1001111.9079589844,35387.0
1001119.7204589844,35389.0
1001127.5329589844,35389.0
1001135.3454589844,35394.0
1001143.1579589844,35392.0
1001150.9704589844,35395.0
1001158.7829589844,35395.0
1001166.5954589844,35396.0
1001174.4079589844,35396.0
1001182.2204589844,35400.0
1001190.0329589844,35398.0
1001197.8454589844,35400.0
1001205.6579589844,35403.0
1001213.4704589844,35406.0
1001221.2829589844,35406.0
1001229.0954589844,35405.0
1001236.9079589844,35407.0
1001244.7204589844,35410.0
1001252.5329589844,35411.0
1001260.3454589844,35414.0
1001268.1579589844,35412.0
1001275.9704589844,35416.0
1001283.7829589844,35417.0
1001291.5954589844,35416.0
1001299.4079589844,35417.0
1001307.2204589844,35422.0
1001315.0329589844,35419.0
1001322.8454589844,35421.0
1001330.6579589844,35423.0
1001338.4704589844,35427.0
1001346.2829589844,35424.0
1001354.0954589844,35424.0
1001361.9079589844,35423.0
1001369.7204589844,35430.0
1001377.5329589844,35429.0
1001385.3454589844,35429.0
1001393.1579589844,35429.0
1001400.9704589844,35433.0
1001408.7829589844,35431.0
1001416.5954589844,35432.0
1001424.4079589844,35431.0
1001432.2204589844,35436.0
1001440.0329589844,35435.0
1001447.8454589844,35440.0
1001455.6579589844,35435.0
1001463.4704589844,35438.0
1001471.2829589844,35437.0
1001479.0954589844,35440.0
1001486.9079589844,35438.0
1001494.7204589844,35440.0
1001502.5329589844,35438.0
1001510.3454589844,35439.0
1001518.1579589844,35441.0
1001525.9704589844,35441.0
1001533.7829589844,35440.0
1001541.5954589844,35446.0
1001549.4079589844,35442.0
1001557.2204589844,35442.0
1001565.0329589844,35443.0
1001572.8454589844,35441.0
1001580.6579589844,35439.0
1001588.4704589844,35444.0
1001596.2829589844,35443.0
1001604.0954589844,35442.0
1001611.9079589844,35439.0
1001619.7204589844,35445.0
1001627.5329589844,35443.0
1001635.3454589844,35444.0
1001643.1579589844,35441.0
1001650.9704589844,35447.0
1001658.7829589844,35445.0
1001666.5954589844,35451.0
1001674.4079589844,35441.0
1001682.2204589844,35447.0
1001690.0329589844,35445.0
1001697.8454589844,35451.0
1001705.6579589844,35440.0
